PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9
M;575_933_1;;;4100;H-4101B;41HS722A;;ЛОЖЬ;ЛОЖЬ;;933;;;;;;;0;;;;6724;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XY038;;FLD;;;C-4103 DISCHARGE;Yes;ИСТИНА;ЛОЖЬ;;824;;;;;;;0;;;;185;ИСТИНА;22339;None;;;;;;1=TRIP (NDE);;;;;;;Undefined;491;3428;;11.07;11;2;1;Appl;;;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1212;;;;;;;;;;;;
AI;41BI707;;FLD;4100;A_4100;FLAME  ROW4 LEFT H4101A;Yes;ИСТИНА;ЛОЖЬ;;418;ИСТИНА;Float;4-20mA;0;100;%;;;;;32;ЛОЖЬ;21880;;None;None;None;None;;;;-25;-25;;;;-XXXXX.X;3.64;22;;11.04;13;9;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10077;;;;;;;;;;;;
T;383_3;;;4100;H-4101;;;ЛОЖЬ;ЛОЖЬ;;383;;;;;;;;100 ms;5;;1812;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;479_925_4;;;4100;H-4101A;41XA701AB_I;;ЛОЖЬ;ЛОЖЬ;;925;;;;;;;0;;;;4095;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;41AI721B;;FLD;;;H-4101B O2 IN FLUE GASES/FIRE BOX;Yes;ЛОЖЬ;ЛОЖЬ;;1380;ИСТИНА;Float;4-20mA;0;10;%;;;;;108;ЛОЖЬ;0;;None;None;None;None;;;;-2.5;-2.5;;;;-XXXXX.X;3.76;21;;11.04;15;11;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10370;;;;;;;;;;;;
DO;41BL730;;LCP;4100;A_4100;FLAME  ROW3 LEFT H4101B;Yes;ЛОЖЬ;ЛОЖЬ;;562;;;;;;;0;;;;316;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;11.08;13;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1594;;;;;;;;;;;;
M;C240_1_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;240;;;;;;;0;;;;5713;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;644_3;;;4100;C-4104;;;ЛОЖЬ;ЛОЖЬ;;644;;;;;;;0;;;;6043;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;476_502_1;;;4100;H-4101AB;41-I-012SD_I;;ЛОЖЬ;ЛОЖЬ;;502;;;;;;;0;;;;1391;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C930_1_J;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;930;;;;;;;0;;;;1785;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;928_937_1;;;4100;H-4101B;H4101B RESET FUP;;ЛОЖЬ;ЛОЖЬ;;937;;;;;;;0;;;;1459;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C521_2_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;521;;;;;;;0;;;;6641;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41VAHH712X;;COM;4100;A_P41_1;P-4104S PUMP J.BEAR VIBR;No;ЛОЖЬ;ЛОЖЬ;;722;;;;;;;0;;;;624;ИСТИНА;22343;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1203;;;;;;;;;;;;
M;923_6;;;4100;H-4101A;;;ЛОЖЬ;ЛОЖЬ;;923;;;;;;;0;;;;726;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C610_1_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;610;;;;;;;0;;;;2575;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HS017B_RR;;COM;;;READY TO RESET;No;ЛОЖЬ;ЛОЖЬ;;485;;;;;;;0;;;;1384;ЛОЖЬ;0;None;;;;;;1=READY;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;942;;;;;;;;;;;;
M;C762_4_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;762;;;;;;;0;;;;5346;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C974_1_C;;;4100;4100;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;974;;;;;;;0;;;;6869;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C978_1_H;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;978;;;;;;;0;;;;593;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;404_580_2;;;4100;H-4101;41PSH174 TAILG./NITROGEN;;ЛОЖЬ;ЛОЖЬ;;580;;;;;;;0;;;;2500;ЛОЖЬ;0;;;;;;;1=NOT H ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HS213H_PA;;COM;4100;A_C4104;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;772;;;;;;;0;;;;1720;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;654;;;;;;;;;;;;
DO;41PALL031_I;;COM;4100;H-4101A;TRIP INITIATOR;No;ЛОЖЬ;ЛОЖЬ;;1334;;;;;;;0;;;;6166;ИСТИНА;21314;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2134;;;;;;;;;;;;
DO;41TAHH862A_CA;;COM;4100;CB-4103;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;275;;;;;;;0;;;;5035;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1878;;;;;;;;;;;;
DO;41HS051B_F;;COM;4100;C-4104;LINE FAULT;No;ЛОЖЬ;ЛОЖЬ;;910;;;;;;;0;;;;596;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1004;;;;;;;;;;;;
M;380_381_6;;;4100;H-4101;41PAHH070 ALARM1;;ЛОЖЬ;ЛОЖЬ;;381;;;;;;;0;;;;792;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C706_2_B;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;706;;;;;;;0;;;;5384;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PALL759;;COM;4100;A_4100;REFORMER TUBE BUNDLE LL PRESSURE;No;ИСТИНА;ЛОЖЬ;;328;;;;;;;0;;;;132;ИСТИНА;21508;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;666;;;;;;;;;;;;
M;848_2;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;848;;;;;;;0;;;;714;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;468_926_1;;;4100;P-4104S;41HA056A_I;;ЛОЖЬ;ЛОЖЬ;;926;;;;;;;0;;;;2007;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C276_2_C;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;276;;;;;;;0;;;;5616;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XL945A;;COM;4100;C4103;BARRING GEAR SYSTEM;No;ЛОЖЬ;ЛОЖЬ;;294;;;;;;;0;;;;3312;ЛОЖЬ;0;None;;;;;;1=AUTOMATIC;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_CCB_1;ESD_411_1;103;;;;
T;1116_1;;;4100;;;;ЛОЖЬ;ИСТИНА;;1116;;;;;;;;100 ms;50;;920;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1342_1_D;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1342;;;;;;;0;;;;6357;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C858_3_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;858;;;;;;;0;;;;5310;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;822_826_1;;;;;41XV053;;ЛОЖЬ;ЛОЖЬ;;826;;;;;;;0;;;;3331;ЛОЖЬ;0;;;;;;;1=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PAHH186_CA;;COM;4100;A_4100;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;340;;;;;;;0;;;;973;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;740;;;;;;;;;;;;
M;722_724_4;;;4100;P-4104S;41VSHH712XY;;ЛОЖЬ;ЛОЖЬ;;724;;;;;;;0;;;;6506;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C420_1_G;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;420;;;;;;;0;;;;5517;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41VSHH712XY_MOR;;COM;4100;P-4104S;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;722;;;;;;;0;;;;4634;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_411_1;153;;;;;;;;;;;;
M;632_962_1;;;4100;;41PALL749_I;;ЛОЖЬ;ЛОЖЬ;;962;;;;;;;0;;;;2190;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C934_1_J;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;934;;;;;;;0;;;;1673;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2462_3;;;4100;;Compiler marker (224, 192);;ЛОЖЬ;ЛОЖЬ;;2462;;;;;;;0;;;;3804;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XL739_ON;;FSC;4100;A_4100;OOS FSLL118;No;ЛОЖЬ;ЛОЖЬ;;402;;;;;;;0;;;;4231;ЛОЖЬ;0;None;;;;;;1=INDICATING;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;ESD_001_1;ESD_411_1;20;;;;;;;;;;;;;;;;;;;;
M;C954_1_I;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;954;;;;;;;0;;;;1450;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XY151_P;;COM;4100;H-4101AB;H4101B SNUFFING STEAM;No;ЛОЖЬ;ЛОЖЬ;;516;;;;;;;0;;;;4035;ЛОЖЬ;0;None;;;;;;1=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_CCB_1;ESD_411_1;82;;;;
R;C446_3;;;4100;4100;Compiler register (240, 264);;ЛОЖЬ;ЛОЖЬ;;446;;Float;;;;;0;;;;1718;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XY223_C;;COM;4100;I-020;H2 PRODUCT TO HYDROC;No;ЛОЖЬ;ЛОЖЬ;;802;;;;;;;0;;;;2657;ИСТИНА;21805;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1554;;;;;;;;;;;;
DO;41TI789_MOC;;COM;4100;A_C4103;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;254;;;;;;;0;;;;533;ИСТИНА;20847;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1104;;;;;;;;;;;;
M;C363_6_B;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;363;;;;;;;0;;;;6057;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41BI728_MOC;;COM;4100;H-4101;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;428;;;;;;;0;;;;5082;ИСТИНА;21288;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1925;;;;;;;;;;;;
M;2456_E;;;;;;;ЛОЖЬ;ЛОЖЬ;;2456;;;;;;;0;;;;162;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C283_3_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;283;;;;;;;0;;;;5593;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;41FI213;;FLD;4100;A_P41_1;P-4104/S BFW TO E4107A,B;Yes;ЛОЖЬ;ЛОЖЬ;;384;ИСТИНА;Float;4-20mA;0;400000;kg/h;;;;;236;ЛОЖЬ;0;;None;None;None;None;;;;-100000;-100000;;;;-XXXXX.X;3.64;22;;11.05;3;9;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10105;;;;;;;;;;;;
DO;41TAHH179A_CA;;COM;4100;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;856;;;;;;;0;;;;1443;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1830;;;;;;;;;;;;
M;856_522_1;;;;;41TAHH179_I;;ЛОЖЬ;ЛОЖЬ;;522;;;;;;;0;;;;669;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41BI730_MOC;;COM;4100;H-4101;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;430;;;;;;;0;;;;5084;ИСТИНА;22353;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1927;;;;;;;;;;;;
M;574_820_2;;;4103;CB-4103;41HS004B_P_MO;;ЛОЖЬ;ЛОЖЬ;;820;;;;;;;0;;;;6104;ЛОЖЬ;0;;;;;;;MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;441_921_2;;;;;41HS115B1 RES;;ЛОЖЬ;ЛОЖЬ;;921;;;;;;;0;;;;5188;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41HS213A_2;;LCP;4100;C-4104;C-4104 EMER STOP;Yes;ИСТИНА;ЛОЖЬ;;644;;;;;;;;;;;114;ИСТИНА;22464;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;11.03;15;11;1;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2362;;;;;;;;;;;;
M;C1372_9;;;1000;;Compiler marker (312, 42);;ЛОЖЬ;ЛОЖЬ;;1372;;;;;;;0;;;;342;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;11-Flasher-2Hz;;SYS;4100;;2 Hz flasher;No;ЛОЖЬ;;;0;;;;;;;;;;;29;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PALL131B_CA;;COM;4100;H-4101B;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;1354;;;;;;;0;;;;6208;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2162;;;;;;;;;;;;
M;441_577_4;;;;;41HS117B1 RES;;ЛОЖЬ;ЛОЖЬ;;577;;;;;;;0;;;;5358;ЛОЖЬ;0;;;;;;;1=RES;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;830_1116_2;;;4100;;41XY212_I;;ЛОЖЬ;ЛОЖЬ;;1116;;;;;;;0;;;;3593;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;406_932_2;;;4100;H-4101;41TAHH773_I;;ЛОЖЬ;ЛОЖЬ;;932;;;;;;;0;;;;2044;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;770_2;;;4100;;;;ЛОЖЬ;ИСТИНА;;770;;;;;;;;100 ms;10;;852;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41TAHH732_CA;;COM;4100;C-4104;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;607;;;;;;;0;;;;4887;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1865;;;;;;;;;;;;
M;2332_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;2332;;;;;;;0;;;;1839;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XY013A_O;;FLD;4101;H-4101A;SAFETY VALVE. 41PSV013A. H-4101A;Yes;ИСТИНА;ЛОЖЬ;;1328;;;;;;;0;;;;408;ИСТИНА;21282;None;;;;;;1=OPEN;1=OPEN;;;;;;Undefined;;;;11.06;17;1;1;Appl;;;ИСТИНА;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2043;;;;;;;;;;;;
AI;41TI866B;;FLD;4100;C-4103;IN THRUST BEAR TEMP;Yes;ЛОЖЬ;ЛОЖЬ;;242;ИСТИНА;Float;4-20mA;0;160;°C;;;;;732;ЛОЖЬ;0;;None;None;None;None;;;;-40;-40;;;;-XXXXX.X;3.76;21;;11.06;1;14;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10198;;;;;;;;;;;;
M;755_966_1;;;4100;C-4104;41PALL237_I;;ЛОЖЬ;ЛОЖЬ;;966;;;;;;;0;;;;6802;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41HS722A1;;LCP;;;CB-4102CX Trip button on local remote console;Yes;ИСТИНА;ЛОЖЬ;;575;;;;;;;;;;;465;ИСТИНА;22521;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;11.12;17;10;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2341;;;;;;;;;;;;
