PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9
M;722_982_1;;;4100;P-4104S;41VAHH712X_I;;ЛОЖЬ;ЛОЖЬ;;982;;;;;;;0;;;;2358;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C526_1_D;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;0;;;;4174;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C242_4_G;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;6691;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XY001;;FLD;4100;A_4100;H2 RICH GAS STREAM 23;Yes;ИСТИНА;ЛОЖЬ;;550;;;;;;;0;;;;232;ИСТИНА;21391;None;;;;;;1=TRIP (NDE);;;;;;;Undefined;491;3428;;11.08;1;1;1;Appl;;;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;574_3;;;4103;CB-4103;;;ЛОЖЬ;ЛОЖЬ;;574;;;;;;;0;;;;6092;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;762_3;;;4100;P-4104;;;ЛОЖЬ;ЛОЖЬ;;762;;;;;;;;100 ms;10;;1380;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;920_6;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;920;;;;;;;0;;;;1951;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41TAHH081A_CA;;COM;4100;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;854;;;;;;;0;;;;1417;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1811;;;;;;;;;;;;
M;246_2;;;4100;C-4103;;;ЛОЖЬ;ЛОЖЬ;;246;;;;;;;0;;;;6863;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;323_161_2;;;4100;H-4101;41XZSO_143;;ЛОЖЬ;ЛОЖЬ;;161;;;;;;;0;;;;4041;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;430_562_6;;;4100;;41BALL731_I;;ЛОЖЬ;ЛОЖЬ;;562;;;;;;;0;;;;1126;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HS216_B1_IN_P;;COM;4100;A_C4104;CAP CTRL BIT 1;No;ЛОЖЬ;ЛОЖЬ;;662;;;;;;;0;;;;2399;ЛОЖЬ;0;None;;;;;;1=ACTIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_CCB_1;ESD_411_1;51;;;;
M;404_520_1;;;4100;H-4101;41PALL174_I;;ЛОЖЬ;ЛОЖЬ;;520;;;;;;;0;;;;963;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;764_768_1;;;4100;C-4104;41HA068F_I;;ЛОЖЬ;ЛОЖЬ;;768;;;;;;;0;;;;315;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HS113B2_F;;COM;4100;H-4101B;LINE FAULT;No;ЛОЖЬ;ЛОЖЬ;;1346;;;;;;;0;;;;6181;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2121;;;;;;;;;;;;
DO;41TI715ABC_MOC;;COM;4100;H-4101;MO CONFIRMATION;No;ЛОЖЬ;ЛОЖЬ;;363;;;;;;;0;;;;6007;ИСТИНА;22101;None;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1993;;;;;;;;;;;;
M;1000_1002_1;;;4100;CB-4103;;;ЛОЖЬ;ЛОЖЬ;;1002;;;;;;;0;;;;3354;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;41PI767;;FLD;4100;A_4100;PRESS CA TO BURN H4101B;Yes;ЛОЖЬ;ЛОЖЬ;;403;ИСТИНА;Float;4-20mA;0;4;kPa;;;;;624;ЛОЖЬ;0;;None;None;None;None;;;;-1;-1;;;;-XXXXX.X;3.64;22;;11.05;15;4;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10147;;;;;;;;;;;;
M;488_560_3;;;4100;H-4101AB;H4101A;;ЛОЖЬ;ЛОЖЬ;;560;;;;;;;0;;;;1548;ЛОЖЬ;0;;;;;;;1=PURGING;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2329_B;;;;;;;ЛОЖЬ;ЛОЖЬ;;2329;;;;;;;0;;;;364;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XL438_RR;;COM;4100;A_4100;READY FOR RESET;No;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;4267;ЛОЖЬ;0;None;;;;;;1=READY;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1749;;;;;;;;;;;;
BO;41PI131_HH;;COM;4100;H-4101B;HH TRIP SETPOINT (MPa);No;ЛОЖЬ;ЛОЖЬ;;1352;;Float;;;;;0;;;;1782;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10405;;;;;;;;;;;;
M;C424_2_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;424;;;;;;;0;;;;3014;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C426_3_B;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;426;;;;;;;0;;;;5504;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;310_5;;;4100;C-4103;;;ЛОЖЬ;ЛОЖЬ;;310;;;;;;;;1 min;840;;4;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HS211B_A;;COM;4100;C-4103;;No;ЛОЖЬ;ЛОЖЬ;;830;;;;;;;0;;;;6066;ИСТИНА;21397;None;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2025;;;;;;;;;;;;
BO;41TI765B_HH;;COM;4100;A_4100;HH TRIP SETPOINT (°C);No;ЛОЖЬ;ЛОЖЬ;;372;;Float;;;;;0;;;;606;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10214;;;;;;;;;;;;
M;992_4;;;4100;C-4103;;;ЛОЖЬ;ЛОЖЬ;;992;;;;;;;0;;;;2931;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41TI791_MOC;;COM;4100;A_4100;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;680;;;;;;;0;;;;406;ИСТИНА;21532;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1106;;;;;;;;;;;;
DO;41PALL744B_CA;;COM;4100;A_C4104;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;620;;;;;;;0;;;;1748;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;814;;;;;;;;;;;;
DO;41XS760_FU;;COM;4100;A_4100;C-4103;No;ЛОЖЬ;ЛОЖЬ;;1002;;;;;;;0;;;;4101;ИСТИНА;21470;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1793;;;;;;;;;;;;
DO;41FALL118_FU;;COM;4100;A_P41_1;P-4102B/BS BFW OUTLET;No;ЛОЖЬ;ЛОЖЬ;;934;;;;;;;0;;;;2068;ИСТИНА;21411;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;545;;;;;;;;;;;;
M;350_478_2;;;4100;H-4101;41PALL074_I;;ЛОЖЬ;ЛОЖЬ;;478;;;;;;;0;;;;4143;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PI766_TF;;COM;4100;A_4100;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;344;;;;;;;0;;;;922;ИСТИНА;21399;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;908;;;;;;;;;;;;
DO;41XA211;;COM;4100;A_4100;DISCREPANCY;No;ЛОЖЬ;ЛОЖЬ;;1114;;;;;;;0;;;;3594;ИСТИНА;21400;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1238;;;;;;;;;;;;
M;C1358_6;;;4101;H-4101B;Compiler marker (320, 144);;ЛОЖЬ;ЛОЖЬ;;1358;;;;;;;0;;;;6304;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PI237A_TF;;COM;4100;A_C4104;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;746;;;;;;;0;;;;1789;ИСТИНА;21401;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;884;;;;;;;;;;;;
M;C416_1_G;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;416;;;;;;;0;;;;5523;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1372_3;;;1000;;Compiler marker (240, 126);;ЛОЖЬ;ЛОЖЬ;;1372;;;;;;;0;;;;291;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XY013_P;;COM;4100;H-4101AB;DESULPH.GAS TO H4101A;No;ЛОЖЬ;ЛОЖЬ;;500;;;;;;;0;;;;2457;ЛОЖЬ;0;None;;;;;;1=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_CCB_1;ESD_411_1;67;;;;
M;406_876_2;;;4100;H-4101;41TAHH773_I;;ЛОЖЬ;ЛОЖЬ;;876;;;;;;;0;;;;1268;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41XZSO721;;FLD;;;CB-4101CX Emergency shut down valve is open;Yes;ИСТИНА;ЛОЖЬ;;1118;;;;;;;;;;;476;ИСТИНА;21412;None;;;;;;0=OPEN;0=OPEN;;;;;;Undefined;;;;11.12;17;5;1;Low;;Digital switch with Loop monitoring;ИСТИНА;ЛОЖЬ;ИСТИНА;;1;ЛОЖЬ;View only;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2288;;;;;;;;;;;;
M;C2490_1;;;;;Compiler marker (176, 139);;ЛОЖЬ;ЛОЖЬ;;2490;;;;;;;0;;;;2541;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PI972_MOC;;COM;4100;A_C4103;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;249;;;;;;;0;;;;491;ИСТИНА;21408;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;925;;;;;;;;;;;;
M;C690_1_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;690;;;;;;;0;;;;5406;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HS004A_P_MOC;;COM;4100;C4103;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;574;;;;;;;0;;;;6089;ИСТИНА;21405;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2031;;;;;;;;;;;;
M;C831_4_B;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;831;;;;;;;0;;;;6035;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;776_986_1;;;4100;;41HS009A_I;;ЛОЖЬ;ЛОЖЬ;;986;;;;;;;0;;;;2382;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;41LI033_HH;;COM;4100;A_4100;LL TRIP SETPOINT (%);No;ЛОЖЬ;ЛОЖЬ;;850;;Float;;;;;0;;;;950;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10295;;;;;;;;;;;;
M;644_800_5;;;4100;C-4104;41-I-053;;ЛОЖЬ;ЛОЖЬ;;800;;;;;;;0;;;;4324;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41VAH703XY;;COM;4100;A_4100;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;708;;;;;;;0;;;;382;ИСТИНА;21404;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1194;;;;;;;;;;;;
T;422_4;;;4100;H-4101;;;ЛОЖЬ;ЛОЖЬ;;422;;;;;;;;100 ms;5;;1676;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C972_1_K;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;972;;;;;;;0;;;;2475;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41BI729_MOR;;COM;4100;H-4101;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;428;;;;;;;0;;;;4670;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_411_1;222;;;;;;;;;;;;
DO;41XY013A_C;;FLD;4101;H-4101A;SAFETY VALVE. 41PSV013A. H-4101A;Yes;ИСТИНА;ЛОЖЬ;;1328;;;;;;;0;;;;19;ИСТИНА;22265;None;;;;;;1=CLOSE;1=CLOSE;;;;;;Undefined;;;;11.06;7;4;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2042;;;;;;;;;;;;
M;C586_4_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;586;;;;;;;0;;;;6576;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41XV004_C;;COM;;;CLOSE 41XV004;No;ЛОЖЬ;ИСТИНА;;824;;;;;;;0;;;;4616;ЛОЖЬ;0;None;;;;;;1=CLOSE;1=CLOSE;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_411_1;279;;;;;;;;;;;;
M;C281_3_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;281;;;;;;;0;;;;6461;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;468_486_1;;;4100;P-4104S;41HA056A_I;;ЛОЖЬ;ЛОЖЬ;;486;;;;;;;0;;;;2893;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;238_912_3;;;4100;C-4103;41TI865B_TF;;ЛОЖЬ;ЛОЖЬ;;912;;;;;;;0;;;;5372;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C458_1_E;;;4100;4100;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;458;;;;;;;0;;;;3605;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PC706B_P;;COM;4100;H-4101AB;DRAFT FLUE GASES FIRE BOX H-4101A;No;ЛОЖЬ;ЛОЖЬ;;896;;;;;;;0;;;;158;ЛОЖЬ;0;None;;;;;;1=FORCE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_CCB_1;ESD_411_1;106;;;;
T;1324_1;;;4100;H-4101A;;;ЛОЖЬ;ЛОЖЬ;;1324;;;;;;;;100 ms;5;;1908;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;831_12;;;4100;C-4103;;;ЛОЖЬ;ЛОЖЬ;;831;;;;;;;0;;;;5012;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41HS950B;;COM;4100;C4103;CLOSE 41XV950;No;ИСТИНА;ИСТИНА;;310;;;;;;;0;;;;3951;ИСТИНА;22092;None;;;;;;PULSE;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;CC_CCB_1;ESD_411_1;16;;;;
DO;41PAHH059_CA;;COM;4100;A_C4103;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;255;;;;;;;0;;;;554;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;731;;;;;;;;;;;;
M;760_146_3;;;4100;;41XZSC008_MOS;;ЛОЖЬ;ЛОЖЬ;;146;;;;;;;0;;;;2818;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;476_500_1;;;4100;H-4101AB;41-I-012SD_I;;ЛОЖЬ;ЛОЖЬ;;500;;;;;;;0;;;;1302;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;420_456_6;;;4100;;41BALL710_I;;ЛОЖЬ;ЛОЖЬ;;456;;;;;;;0;;;;1081;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41PI174/186_MOR;;COM;4100;A_4100;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;404;;;;;;;0;;;;4518;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_411_1;91;;;;;;;;;;;;
M;510_3;;;4100;H-4101AB;;;ЛОЖЬ;ЛОЖЬ;;510;;;;;;;0;;;;3525;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C694_6;;;4100;4100;Compiler marker (376, 234);;ЛОЖЬ;ЛОЖЬ;;694;;;;;;;0;;;;5391;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;918_922_1;;;4100;H-4101A;H4101A RESET FUP;;ЛОЖЬ;ЛОЖЬ;;922;;;;;;;0;;;;1400;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PI237_MOC;;COM;4100;A_C4104;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;746;;;;;;;0;;;;1786;ИСТИНА;21415;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;883;;;;;;;;;;;;
