PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8
DI;35-FaultReset;;SYS;;;Fault Reset;Yes;ЛОЖЬ;;;0;;;;;;;;;;;0;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;858;;;;
DI;FGS_912_1.91XZLC112A;;FSC;;;Задвижка 91 HV 112-закрыта;Yes;ИСТИНА;ЛОЖЬ;;559;;;;;;;0;;;;951;ЛОЖЬ;50336;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;55;;;;;;;;
M;C559_5_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;559;;;;;;;0;;;;886;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;88GT005_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;216;;;;;;;0;;;;1074;ИСТИНА;50470;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;898;;;;
M;546_12;;;;;;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;248;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C555_6_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;555;;;;;;;0;;;;1203;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;110_462_2;;;;;73AT004A_KV;;ЛОЖЬ;ЛОЖЬ;;462;;;;;;;0;;;;672;ЛОЖЬ;0;;;;;;;1=CONFIRM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;35-ExtComFaultCC5;;SYS;;;Ext com fault Com ch 5;Yes;ЛОЖЬ;;;20;;;;;;;;;;;10;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;845;;;;
M;2404_B;;;;;0=LINE FAULT;;ЛОЖЬ;ЛОЖЬ;;2404;;;;;;;0;;;;46;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_912_1.91HS629A_ENB;;FSC;;;GAS MOS 901-10 ENABLE;Yes;ЛОЖЬ;ЛОЖЬ;;541;;;;;;;0;;;;790;ЛОЖЬ;0;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_002_1;FGS_912_1;11;;;;;;;;
M;545_12;;;;;;;ЛОЖЬ;ЛОЖЬ;;545;;;;;;;0;;;;156;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2405_3;;;;;Compiler marker (384, 240);;ЛОЖЬ;ЛОЖЬ;;2405;;;;;;;0;;;;1962;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;462_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;462;;;;;;;0;;;;654;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;946_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;946;;;;;;;0;;;;1869;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73XA105B1;;FLD;;;Siren Analizing room.;Yes;ИСТИНА;ЛОЖЬ;;460;;;;;;;0;;;;174;ЛОЖЬ;50046;None;;;;;;1=ON;;;;;;;Undefined;;;;35.05;5;7;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;484;;;;
M;466_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;466;;;;;;;0;;;;670;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_551_1.55XA604_2;;FSC;;;Fl.GD act. in 5500-2-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;626;;;;;;;0;;;;1578;ЛОЖЬ;50340;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;42;;;;;;;;;;;;;;;;
DI;91HS494;;G02;;;Кнопка квитирования зв.сигнализации (газ);No;ИСТИНА;ЛОЖЬ;;521;;;;;;;;;;;18;ИСТИНА;50341;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.03;9;11;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;459;;;;
DO;87HS010_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;410;;;;;;;0;;;;54;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;439;;;;
M;2449_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;2449;;;;;;;0;;;;681;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;506_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;229;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;414_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;414;;;;;;;0;;;;95;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XZLO110A;;F02;;;Задвижка 91 HV 110-открыта;No;ИСТИНА;ЛОЖЬ;;558;;;;;;;0;;;;312;ЛОЖЬ;50343;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;9;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;777;;;;
BO;CB002_FGS1_CP1;;COM;872-21;;TEMPERATURE CP1;No;ЛОЖЬ;ЛОЖЬ;;21;;Word;;;;;0;;;;38;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;11035;;;;
DI;FGS_911_1.91XA322_1;;FSC;;;IB-91-1-T.GAS ALARM;Yes;ИСТИНА;ЛОЖЬ;;946;;;;;;;0;;;;1230;ЛОЖЬ;50344;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;FGS_002_1;FGS_911_1;14;;;;;;;;;;;;;;;;;;;;;;;;
M;212_260_2;;;;;88GT002_RR;;ЛОЖЬ;ЛОЖЬ;;260;;;;;;;0;;;;1120;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;61XA821F;;GFB;;;Инд. лампа T.GAS зона 6100;No;ИСТИНА;ЛОЖЬ;;826;;;;;;;0;;;;131;ЛОЖЬ;50506;None;;;;;;1=ON;;;;;;;Undefined;;;;35.05;1;12;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;525;;;;
M;C450_2_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;743;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C546_6_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;2151;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;244_260_2;;;;;88GT007_RR;;ЛОЖЬ;ЛОЖЬ;;260;;;;;;;0;;;;1931;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2475_A;;;;;0=AREA ALARM;;ЛОЖЬ;ЛОЖЬ;;2475;;;;;;;0;;;;1144;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C412_2_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;412;;;;;;;0;;;;1436;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C556_6_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;556;;;;;;;0;;;;1197;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;212_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;212;;;;;;;0;;;;1153;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_912_1.91XA195_2;;FSC;;;T.GD act. in 901-10-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;547;;;;;;;0;;;;923;ЛОЖЬ;50346;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;27;;;;;;;;
M;C214_3_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;214;;;;;;;0;;;;2279;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;85_2449_2;;;;;FGS_002_1.20HS848F;;ЛОЖЬ;ЛОЖЬ;;2449;;;;;;;0;;;;744;ЛОЖЬ;0;;;;;;;1=TEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C529_2_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;529;;;;;;;0;;;;1214;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;62_526_2;;;;;FGS_912_1.FGS_002_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;0;;;;796;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XZLO100A;;F02;;;Задвижка 91 XV 100-открыта;No;ИСТИНА;ЛОЖЬ;;555;;;;;;;0;;;;280;ЛОЖЬ;50348;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;5;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;753;;;;
M;464_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;464;;;;;;;0;;;;657;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;88GT006_B2;;COM;;;Bit 2;No;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;1078;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;902;;;;
M;452_456_3;;;;;73AT004B_I;;ЛОЖЬ;ЛОЖЬ;;456;;;;;;;0;;;;627;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_002_1.88XA044_2;;FSC;;;CB-00-2-Fl.GAS ALARM;Yes;ЛОЖЬ;ЛОЖЬ;;280;;;;;;;0;;;;121;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_002_1;1
M;244_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;0;;;;1897;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;2432_C;;;;;;;ЛОЖЬ;ЛОЖЬ;;2432;;Float;;;;;0;;;;52;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C544_1_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;544;;;;;;;0;;;;1514;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XA482F;;FFB;;;Инд. лампа (пожар). Пом. склада;No;ИСТИНА;ЛОЖЬ;;524;;;;;;;0;;;;224;ЛОЖЬ;50513;None;;;;;;1=ON;;;;;;;Undefined;;;;35.05;15;9;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;544;;;;
DI;FGS_912_1.91XZLC105A;;FSC;;;Задвижка 91 HV 105-закрыта;Yes;ИСТИНА;ЛОЖЬ;;556;;;;;;;0;;;;937;ЛОЖЬ;50349;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;41;;;;;;;;
DI;35-ExtComFaultCC8;;SYS;;;Ext com fault Com ch 8;Yes;ЛОЖЬ;;;20;;;;;;;;;;;13;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;848;;;;
DI;FGS_912_1.91XZLC100A;;FSC;;;Задвижка 91 XV 100-закрыта;Yes;ИСТИНА;ЛОЖЬ;;555;;;;;;;0;;;;927;ЛОЖЬ;50350;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;31;;;;;;;;
M;110_460_3;;;;;73AT004B_KV;;ЛОЖЬ;ЛОЖЬ;;460;;;;;;;0;;;;687;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;75_558_2;;;;;87HS019;;ЛОЖЬ;ЛОЖЬ;;558;;;;;;;0;;;;1893;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;88GT006_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;1077;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;901;;;;
M;C462_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;462;;;;;;;0;;;;700;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C524_2_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;1518;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_912_1.91XA196_2;;FSC;;;FD act. in 901-10-FDAP-U,F lamp;Yes;ИСТИНА;ЛОЖЬ;;545;;;;;;;0;;;;905;ЛОЖЬ;50351;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;9;;;;;;;;
M;C244_1_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;0;;;;2238;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;242_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;124;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;35-SecSwitchOff;;SYS;;;Secondary switch-off;Yes;ЛОЖЬ;;;0;;;;;;;;;;;33;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;864;;;;
M;C215_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;215;;;;;;;0;;;;140;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XZLC102A;;F02;;;Задвижка 91 HV 102-закрыта;No;ИСТИНА;ЛОЖЬ;;555;;;;;;;0;;;;285;ЛОЖЬ;50352;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;5;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;758;;;;
M;201_410_1;;;;;87HS016A;;ЛОЖЬ;ЛОЖЬ;;410;;;;;;;0;;;;70;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_912_1.91XA430_1;;FSC;;;MCP act. in 901-05_2-FDAP-U,F lamp;Yes;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;914;ЛОЖЬ;0;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;18;;;;;;;;
DI;FGS_551_1.60XA603_2;;FSC;;;T.GD act. in 6050-2-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;766;;;;;;;0;;;;1600;ЛОЖЬ;50354;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;64;;;;;;;;;;;;;;;;
M;222_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;222;;;;;;;0;;;;1910;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;73XS002;;FLD;;;Электроподстанция (Пожар);Yes;ИСТИНА;ЛОЖЬ;;360;;;;;;;;;;;189;ИСТИНА;50481;None;;;;;;1=ALARM;;;;;;;Undefined;;;;35.06;1;6;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;422;;;;
M;2475_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;2475;;;;;;;0;;;;1146;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2405_E;;;;;0=HH ALARM;;ЛОЖЬ;ЛОЖЬ;;2405;;;;;;;0;;;;1101;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C452_4_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;452;;;;;;;0;;;;840;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C558_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;558;;;;;;;0;;;;1109;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_551_1.60XA608_1;;FSC;;;Fl.GD act. in H-6052-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;786;;;;;;;0;;;;1590;ЛОЖЬ;50356;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;54;;;;;;;;;;;;;;;;
M;C222_2_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;222;;;;;;;0;;;;2262;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XZLC107A;;F02;;;Задвижка 91 HV 107-закрыта;No;ИСТИНА;ЛОЖЬ;;557;;;;;;;0;;;;301;ЛОЖЬ;50357;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;7;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;770;;;;
DI;91HS426A1;;F02;;;MOS enable FIRE area;Yes;ИСТИНА;ЛОЖЬ;;520;;;;;;;;;;;66;ЛОЖЬ;50358;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.06;3;11;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;523;;;;
DI;35-ExtComFaultCC3;;SYS;;;Ext com fault Com ch 3;Yes;ЛОЖЬ;;;20;;;;;;;;;;;8;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;843;;;;
M;C410_8_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;410;;;;;;;0;;;;1451;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73XA1071;;FLD;;;Siren Compressing room.;Yes;ИСТИНА;ЛОЖЬ;;462;;;;;;;0;;;;162;ЛОЖЬ;50101;None;;;;;;1=ON;;;;;;;Undefined;;;;35.05;5;11;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;496;;;;
