PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16
DO;21XA317S1_FU;;COM;2000;;4 OR MORE FLMS OUT;No;ЛОЖЬ;ЛОЖЬ;;1350;;;;;;;0;;;;1655;ИСТИНА;12549;None;;;;;;1=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;20PI070A;;FLD;2000;V-2023;Pressure surge P2003_S;Yes;ИСТИНА;ЛОЖЬ;;1243;ИСТИНА;Float;4-20mA;0;25;MPa;;;;;1276;ЛОЖЬ;11805;;None;None;None;None;;;;;;;;;-XXXXX.X;3.64;22;;21.12;15;14;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;464_5;;;2000;P-2007/2;;;ЛОЖЬ;ЛОЖЬ;;464;;;;;;;0;;;;1285;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1230_3_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1230;;;;;;;0;;;;5578;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1126_6_B;;;5800;5800;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1126;;;;;;;0;;;;243;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1190_8;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1190;;;;;;;0;;;;6728;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;58TI066A;;FLD;5800;;A-5851 COOLER OUTLET;Yes;ИСТИНА;ЛОЖЬ;;1130;ИСТИНА;Float;4-20mA;0;400;°C;;;;;1272;ЛОЖЬ;13060;;None;None;None;None;;;;;;;;;-XXXXX.X;3.76;21;;21.12;15;13;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20LI133_TF;;COM;2000;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;802;;;;;;;0;;;;2127;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL335;;COM;2100;A_2000;BURNER N° 35;No;ЛОЖЬ;ЛОЖЬ;;648;;;;;;;0;;;;1656;ИСТИНА;11934;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL337_CA;;COM;2100;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;650;;;;;;;0;;;;1663;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1352_1_L;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1352;;;;;;;0;;;;2988;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C804_2_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;804;;;;;;;0;;;;3271;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;722_718_5;;;2000;;21HS313A;;ЛОЖЬ;ЛОЖЬ;;718;;;;;;;0;;;;1300;ЛОЖЬ;0;;;;;;;1=SKIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;637_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;637;;;;;;;;100 ms;20;;2176;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;606_609_2;;;4100;;21PI311B;;ЛОЖЬ;ЛОЖЬ;;609;;Float;;;;;0;;;;1710;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XAPAN_TF_SM07_01;;FSC;2000;;PAN_FAULT;Yes;ЛОЖЬ;ЛОЖЬ;;653;;;;;;;0;;;;5780;ЛОЖЬ;0;None;;;;;;1=FAULT;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;Output;ESD_001_1;ESD_001_7;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VAHH093X;;COM;2200;A_2000;"G.BOX HSS  VIBR - CE ""X""";No;ЛОЖЬ;ЛОЖЬ;;458;;;;;;;0;;;;1228;ИСТИНА;11936;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;58LI011_MOR;;COM;5800;A_5800;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;1124;;;;;;;0;;;;5932;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1120_3_C;;;5800;5800;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1120;;;;;;;0;;;;2470;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH121T;;COM;2200;A_2000;MAIN MTR RADIAL BEAR-NCE;No;ЛОЖЬ;ЛОЖЬ;;449;;;;;;;0;;;;1188;ИСТИНА;11939;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1182_7;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1182;;;;;;;0;;;;6785;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;361_196_1;;;2000;;22PT142_MO;;ЛОЖЬ;ЛОЖЬ;;196;;;;;;;0;;;;2139;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS253B1;;PNL;2000;A_P20_1;P-2028/S EMERGENCY SD;Yes;ИСТИНА;ЛОЖЬ;;1064;;;;;;;;;;;16;ИСТИНА;11940;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;21.03;3;9;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL305;;COM;2100;A_2000;BURNER N° 5;No;ЛОЖЬ;ЛОЖЬ;;618;;;;;;;0;;;;1566;ИСТИНА;11941;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS252A;;PNL;2000;A_2000;ED FROM T-2009;Yes;ИСТИНА;ЛОЖЬ;;1062;;;;;;;;;;;30;ИСТИНА;11942;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;21.03;3;7;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY059;;MCC;2000;A_P20_1;P-2004S EMERGENCY SD;Yes;ИСТИНА;ЛОЖЬ;;350;;;;;;;0;;;;105;ИСТИНА;11943;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;21.12;3;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C996_2;;;2000;;Compiler marker (445, 204);;ЛОЖЬ;ЛОЖЬ;;996;;;;;;;0;;;;1684;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C622_1_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;622;;;;;;;0;;;;3522;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58TAHH704A_CA;;COM;2200;A_5800;TEMP ISOLATION SHELL;No;ЛОЖЬ;ЛОЖЬ;;1108;;;;;;;0;;;;6535;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1405_12;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1405;;;;;;;0;;;;7675;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;58TI786;;FLD;5800;A_P58_1;P-5851 PUMP T. BEAR TEMP;Yes;ИСТИНА;ЛОЖЬ;;1500;ИСТИНА;Float;4-20mA;-30;120;°C;;;;;672;ЛОЖЬ;13086;;None;None;None;None;;;;-67.5;-67.5;;;;-XXXXX.X;3.76;21;;21.07;5;16;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL321_CA;;COM;2100;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;634;;;;;;;0;;;;1615;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21XL303B;;LCP;2100;A_2000;MAIN FG VALVES OPEN;Yes;ИСТИНА;ЛОЖЬ;;772;;;;;;;0;;;;329;ЛОЖЬ;11945;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;21.05;13;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH141A2_CA;;COM;2200;A_P20_1;PUMP THRUST BEAR - NDE;No;ЛОЖЬ;ЛОЖЬ;;362;;;;;;;0;;;;6546;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;441_9;;;2000;P-2007/2;;;ЛОЖЬ;ЛОЖЬ;;441;;;;;;;0;;;;6617;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;367_6;;;2000;P-2007S;;;ЛОЖЬ;ЛОЖЬ;;367;;;;;;;0;;;;6679;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI121T2_TF;;COM;2200;A_P20_1;MAIN MTR RADIAL BEAR-NCE;No;ЛОЖЬ;ЛОЖЬ;;449;;;;;;;0;;;;5844;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;674_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;674;;;;;;;0;;;;1738;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C454_2_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;454;;;;;;;0;;;;3614;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;256_1;;;2000;P-2003;;;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;;100 ms;5;;40;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;VM 21.07/1/17;;SYS;;;;Yes;ЛОЖЬ;;;23;ИСТИНА;Float;0-5V (VM);0;100;;;;;;540;ЛОЖЬ;0;;None;None;None;None;;;;;;;;;-XXXXX.X;2.5;3.9;;21.07;1;17;1;Scan;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL333;;COM;2100;A_2000;BURNER N° 33;No;ЛОЖЬ;ЛОЖЬ;;646;;;;;;;0;;;;1650;ИСТИНА;11946;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;772_6;;;2100;;;;ЛОЖЬ;ЛОЖЬ;;772;;;;;;;0;;;;2079;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22ZSHH035_MOR;;COM;2000;P-2007S;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;390;;;;;;;0;;;;6264;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;21BI307;;FLD;2100;A_2000;BURNER N° 7;Yes;ИСТИНА;ЛОЖЬ;;620;ИСТИНА;Float;4-20mA;0;100;%;;;;;160;ЛОЖЬ;13667;;None;None;None;None;;;;-25;-25;;;;-XXXXX.X;3.64;22;;21.06;5;7;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C644_2_B;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;644;;;;;;;0;;;;3475;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C440_2_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;440;;;;;;;0;;;;3653;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2452_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2452;;;;;;;0;;;;815;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;640_2;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;640;;;;;;;;100 ms;5;;2208;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI233A_TF;;COM;2200;A_P20_1;PUMP LINE BEAR TEMP .;No;ЛОЖЬ;ЛОЖЬ;;1198;;;;;;;0;;;;6497;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;910_1260_1;;;2000;;SULF CHEMICAL TO P-2021;;ЛОЖЬ;ЛОЖЬ;;1260;;;;;;;0;;;;603;ЛОЖЬ;0;;;;;;;1=OPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C635_2_E;;;2000;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;635;;;;;;;0;;;;5186;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;627_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;627;;;;;;;;100 ms;20;;2056;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58SIS005_RR;;COM;5800;A_5800;20-I-005 READY TO RESET;No;ЛОЖЬ;ЛОЖЬ;;1124;;;;;;;0;;;;5043;ЛОЖЬ;0;None;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1184_1_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1184;;;;;;;0;;;;3050;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C738_1_D;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;738;;;;;;;0;;;;3320;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VSHH115Y_FU;;COM;2000;;P-2007 SUCTION VALVE;No;ЛОЖЬ;ЛОЖЬ;;1380;;;;;;;0;;;;2901;ИСТИНА;12252;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1186_2_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1186;;;;;;;0;;;;6938;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;623_746_3;;;2100;;21BALL310_I;;ЛОЖЬ;ЛОЖЬ;;746;;;;;;;0;;;;1972;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;21AI301AC_MOR;;COM;2100;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;90;;;;;;;0;;;;6268;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1172_7;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1172;;;;;;;0;;;;6763;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;990_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;990;;;;;;;0;;;;1912;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C590_4_C;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;590;;;;;;;0;;;;5721;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
