PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16
M;C363_4_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;363;;;;;;;0;;;;7252;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22PI902_MOR;;COM;2200;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;252;;;;;;;0;;;;5922;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;654_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;654;;;;;;;;100 ms;5;;944;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22HA259_PA;;COM;2000;P-2003S;EMERGENCY SD PUSHBUTTON;No;ЛОЖЬ;ЛОЖЬ;;291;;;;;;;0;;;;1257;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XZSC260;;FLD;2000;A_2000;T-2009 REFLUX FROM V2021;Yes;ИСТИНА;ЛОЖЬ;;1274;;;;;;;;;;;302;ИСТИНА;11878;None;;;;;;0=CLOSE;;;;;;;Undefined;491;3428;;21.05;3;7;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C254_3_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;254;;;;;;;0;;;;7309;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;645_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;645;;;;;;;;100 ms;20;;2272;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1128_4_C;;;5800;5800;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1128;;;;;;;0;;;;2411;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20SIS038_RR;;COM;2000;A_2000;20-I-038 READY TO RESET;No;ЛОЖЬ;ЛОЖЬ;;946;;;;;;;0;;;;451;ЛОЖЬ;0;None;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH121J_CA;;COM;2200;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;440;;;;;;;0;;;;1153;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;961_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;961;;;;;;;0;;;;581;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI909A;;FLD;2200;A_2000;MOTOR BEAR TEMP;Yes;ИСТИНА;ЛОЖЬ;;255;ИСТИНА;Float;4-20mA;-40;150;°C;;;;;328;ЛОЖЬ;13176;;None;None;None;None;;;;-87.5;-87.5;;;;-XXXXX.X;3.76;21;;21.06;11;15;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH121A2_CA;;COM;2200;A_P20_1;PUMP THRUST BEAR - NDE;No;ЛОЖЬ;ЛОЖЬ;;432;;;;;;;0;;;;6499;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;21BI302_MOR;;COM;2100;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;780;;;;;;;0;;;;5923;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI245B2;;FLD;2200;A_P20_1;PUMP THRUST BEAR TEMP .;Yes;ИСТИНА;ЛОЖЬ;;1172;ИСТИНА;Float;4-20mA;-40;150;°C;;;;;1176;ЛОЖЬ;13161;;None;None;None;None;;;;-87.5;-87.5;;;;-XXXXX.X;3.76;21;;21.07;17;6;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C281_4_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;281;;;;;;;0;;;;7293;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;647_2;;;2100;;;;ЛОЖЬ;ЛОЖЬ;;647;;;;;;;0;;;;5007;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C591_1_D;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;591;;;;;;;0;;;;5717;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21XA311;;LCP;2100;A_2000;VENTILATION FAILED;Yes;ИСТИНА;ЛОЖЬ;;766;;;;;;;0;;;;332;ЛОЖЬ;11881;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;21.05;13;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;684_762_4;;;2100;;20-I-332_I;;ЛОЖЬ;ЛОЖЬ;;762;;;;;;;0;;;;1087;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;363_1382_2;;;2000;;22TAHH141B2_I;;ЛОЖЬ;ЛОЖЬ;;1382;;;;;;;0;;;;7471;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22VAH115Y;;BNS;2200;A_2000;"MAIN MTR  VIBR.- CE ""Y""";Yes;ИСТИНА;ЛОЖЬ;;384;;;;;;;;;;;187;ИСТИНА;11882;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;21.04;5;4;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;360_2;;;2000;P-2007S;;;ЛОЖЬ;ЛОЖЬ;;360;;;;;;;;100 ms;5;;2740;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI121X2;;FLD;2200;A_P20_1;G.BOX LSS THRUST BEAR-DE;Yes;ИСТИНА;ЛОЖЬ;;453;ИСТИНА;Float;4-20mA;-40;200;°C;;;;;1052;ЛОЖЬ;13160;;None;None;None;None;;;;-100;-100;;;;-XXXXX.X;3.76;21;;21.06;9;9;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;22TI141C_HH;;COM;2200;A_2000;HH TRIP SETPOINT (°C);No;ЛОЖЬ;ЛОЖЬ;;364;;Float;;;;;0;;;;1390;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;364_6;;;2000;P-2007S;;;ЛОЖЬ;ЛОЖЬ;;364;;;;;;;0;;;;6670;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;724_626_3;;;2000;;INHIBIT FLAME;;ЛОЖЬ;ЛОЖЬ;;626;;;;;;;0;;;;1885;ЛОЖЬ;0;;;;;;;0=INHIBIT;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;57_1;;;5800;;;;ЛОЖЬ;ЛОЖЬ;;57;;;;;;;;1 s;30;;104;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22VSHH092XY_MOR;;COM;2000;P-2007/2;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;471;;;;;;;0;;;;6128;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;365_1;;;2000;P-2007S;;;ЛОЖЬ;ЛОЖЬ;;365;;;;;;;;1 s;0;;216;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with variable timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C908_1_A;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;908;;;;;;;0;;;;5119;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1401_4;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1401;;;;;;;0;;;;7632;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;617_746_2;;;2100;;21BALL304_I;;ЛОЖЬ;ЛОЖЬ;;746;;;;;;;0;;;;1921;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;21BI311_MOR;;COM;2100;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;782;;;;;;;0;;;;5924;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BI301_MOC;;COM;2100;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;614;;;;;;;0;;;;2900;ИСТИНА;11884;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;PCDI_7_001_7_FLT;;COM;;;ESD_001_7 to-from CC_001_8;No;ЛОЖЬ;ИСТИНА;;21;;;;;;;0;;;;4879;ЛОЖЬ;0;None;;;;;;1=ALARM;;;;;;;Undefined;491;3428;;;;;;High;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;CC_CCB_7;ESD_001_7;32;;;;;;;;;;;;;;;;;;;;;;;;
M;1126_1;;;5800;;;;ЛОЖЬ;ЛОЖЬ;;1126;;;;;;;0;;;;4150;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;CB001_ESD7_CS;;COM;;;CLOCK SOURCE FLT;No;ЛОЖЬ;ЛОЖЬ;;15;;;;;;;0;;;;1280;ИСТИНА;11891;None;;;;;;;State High;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;754_772_2;;;2000;;ONE FLAME OUT;;ЛОЖЬ;ЛОЖЬ;;772;;;;;;;0;;;;2073;ЛОЖЬ;0;;;;;;;0=FLAME OUT;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;21XZSO310;;FLD;2000;;FUEL GAS TO PILOT BURNER;Yes;ИСТИНА;ЛОЖЬ;;676;;;;;;;;;;;309;ИСТИНА;11885;None;;;;;;0=OPEN;;;;;;;Undefined;491;3428;;21.05;5;14;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C363_3_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;363;;;;;;;0;;;;7248;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1063_1064_2;;;2000;;22TAHH353AB_SM_03_07;;ЛОЖЬ;ЛОЖЬ;;1064;;;;;;;0;;;;1467;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C723_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;723;;;;;;;0;;;;7836;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20LALL073_CA;;COM;2000;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;942;;;;;;;0;;;;2133;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1180_2_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1180;;;;;;;0;;;;3058;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1290_3_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1290;;;;;;;0;;;;6814;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;640_4;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;640;;;;;;;;100 ms;20;;2216;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VAHH132X;;COM;2200;A_P20_1;P-2004S PUMP J. BEARVIBR;No;ЛОЖЬ;ЛОЖЬ;;336;;;;;;;0;;;;871;ИСТИНА;11887;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;182_184_1;;;4100;;MOS  AREA 2000-3 PART2;;ЛОЖЬ;ЛОЖЬ;;184;;;;;;;0;;;;1317;ЛОЖЬ;0;;;;;;;1=MOS ACTIVE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;632_141_2;;;2100;;21BT319_MO;;ЛОЖЬ;ЛОЖЬ;;141;;;;;;;0;;;;4946;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HSXV051_F;;COM;;;LINE FAULT;No;ЛОЖЬ;ЛОЖЬ;;1316;;;;;;;0;;;;7328;ИСТИНА;12121;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C434_4_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;434;;;;;;;0;;;;7149;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH121J;;COM;2200;A_2000;"MAIN E-MOTOR ""W"" - WIND";No;ЛОЖЬ;ЛОЖЬ;;440;;;;;;;0;;;;1152;ИСТИНА;11888;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1060_1_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1060;;;;;;;0;;;;2669;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21TI303ABC_MOC;;COM;2100;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;90;;;;;;;0;;;;182;ИСТИНА;13470;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;726_728_1;;;2000;;OPEN GAS VLVS CMD;;ЛОЖЬ;ЛОЖЬ;;728;;;;;;;0;;;;1873;ЛОЖЬ;0;;;;;;;1=OPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI141DD2_FU;;COM;2000;;P-2007 SUCTION VALVE;No;ЛОЖЬ;ЛОЖЬ;;1382;;;;;;;0;;;;7505;ИСТИНА;12807;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;2470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1350_4;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1350;;;;;;;0;;;;2769;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH121T_CA;;COM;2200;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;449;;;;;;;0;;;;1189;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;PCDI_3_001_7_FLT;;COM;;;ESD_001_7 to-from CC_001_2;No;ЛОЖЬ;ИСТИНА;;21;;;;;;;0;;;;4943;ЛОЖЬ;0;None;;;;;;1=ALARM;;;;;;;Undefined;491;3428;;;;;;High;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;CC_CCB_3;ESD_001_7;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HA045A_PA;;COM;2000;A_2000;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;900;;;;;;;0;;;;2183;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20LI036_MOR;;COM;2000;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;918;;;;;;;0;;;;5925;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
