PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16;ComAllocationType17;Master17;Slave17;PLCAddress17;ComAllocationType18;Master18;Slave18;PLCAddress18
M;C106_6_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;106;;;;;;;0;;;;8197;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;261_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;261;;;;;;;;100 ms;50;;44;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_431_1.43HS085A_ENB;;FSC;;;FIRE MOS 430-11 ENABLE;Yes;ЛОЖЬ;ЛОЖЬ;;650;;;;;;;0;;;;2882;ЛОЖЬ;0;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_431_1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C808_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;808;;;;;;;0;;;;85;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;526_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;0;;;;5423;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C125_4_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;125;;;;;;;0;;;;7473;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1834_1838_1;;;;;CB-00-1-FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;1838;;;;;;;0;;;;1810;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;144_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;144;;;;;;;0;;;;3719;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_301_1.10HS367;;FSC;;;Ack fire H&B (3000) (FDAP-C);Yes;ЛОЖЬ;ЛОЖЬ;;900;;;;;;;0;;;;1990;ЛОЖЬ;0;None;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;Output;FGS_001_1;FGS_301_1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C818_6_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;818;;;;;;;0;;;;3146;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C920_4_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;920;;;;;;;0;;;;6782;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C150_12_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;150;;;;;;;0;;;;7340;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C126_11_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;126;;;;;;;0;;;;8035;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL991LB;;F01;;;FGS MOS ACTIVATED / RELEASED AREA H-2002;No;ИСТИНА;ЛОЖЬ;;327;;;;;;;0;;;;1134;ЛОЖЬ;43415;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.17;5;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1567;;;;;;;;;;;;;;;;
M;C315_6_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;315;;;;;;;0;;;;7257;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41HS266D1;;F01;;;FGS MOS ENABLE AREA H-4101A;Yes;ИСТИНА;ЛОЖЬ;;490;;;;;;;;;;;280;ЛОЖЬ;42716;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.12;15;1;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;721;;;;;;;;;;;;;;;;
M;C295_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;295;;;;;;;0;;;;7303;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;125_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;125;;;;;;;0;;;;3535;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C127_7_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;127;;;;;;;0;;;;7446;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;43XA078F;;FFB;;;Left tanks (Fire);No;ИСТИНА;ЛОЖЬ;;655;;;;;;;0;;;;1473;ЛОЖЬ;43636;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.20;1;10;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1834;;;;;;;;;;;;;;;;
M;105_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;105;;;;;;;0;;;;195;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;122_20;;;;;;;ЛОЖЬ;ЛОЖЬ;;122;;;;;;;0;;;;1439;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58XA091BF;;FFB;;;DEL.VLV. 58XV-091 MANUALLY ACTIVATED;No;ИСТИНА;ЛОЖЬ;;125;;;;;;;0;;;;1257;ЛОЖЬ;43484;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.18;5;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1658;;;;;;;;;;;;;;;;
M;176_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;176;;;;;;;0;;;;1157;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS862F;;F01;;;ACKNOWLEDGE HORNS AND BEACONS (FIRE) IN SECT 2000-1;No;ИСТИНА;ЛОЖЬ;;100;;;;;;;;;;;168;ИСТИНА;42618;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.12;1;1;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;609;;;;;;;;;;;;;;;;
M;C171_6_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;171;;;;;;;0;;;;7305;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C270_1_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;270;;;;;;;0;;;;7336;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C759_4_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;759;;;;;;;0;;;;1598;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C170_4_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;170;;;;;;;0;;;;7768;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;43XL599AB;;G01;;;FGS MOS ACTIVATED / RELEASED AREA 430-15;No;ИСТИНА;ЛОЖЬ;;699;;;;;;;0;;;;233;ЛОЖЬ;42851;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.07;7;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;890;;;;;;;;;;;;;;;;
DI;FGS_001_3.20XA964_2;;FSC;;;T.GD act. in 2000#2-GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;116;;;;;;;0;;;;3809;ЛОЖЬ;42275;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Input;FGS_001_1;FGS_001_3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C915_4_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;915;;;;;;;0;;;;3043;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;125_13;;;;;;;ЛОЖЬ;ЛОЖЬ;;125;;;;;;;0;;;;3532;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL991CA;;F01;;;FGS MOS ENABLED AREA 2000-3;No;ИСТИНА;ЛОЖЬ;;130;;;;;;;0;;;;651;ЛОЖЬ;43113;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.13;7;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1204;;;;;;;;;;;;;;;;
M;C124_2_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;124;;;;;;;0;;;;7484;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41HS267E1;;G01;;;FGS MOS ENABLE AREA 4100;Yes;ИСТИНА;ЛОЖЬ;;421;;;;;;;;;;;85;ЛОЖЬ;42559;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.05;5;14;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;542;;;;;;;;;;;;;;;;
M;536_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;536;;;;;;;0;;;;2396;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;927_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;927;;;;;;;0;;;;2361;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XA397F;;FFB;;;FIRE MCP COMMON ALARM IN CH-41-1;No;ИСТИНА;ЛОЖЬ;;445;;;;;;;0;;;;1454;ЛОЖЬ;43614;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.19;13;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1807;;;;;;;;;;;;;;;;
M;2445_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;2445;;;;;;;0;;;;2765;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;425_11;;;;;;;ЛОЖЬ;ЛОЖЬ;;425;;;;;;;0;;;;1750;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C425_3_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;425;;;;;;;0;;;;6909;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_511_1.52XZLO021A;;FSC;;;Задвижка Z-5108 - открыта;Yes;ИСТИНА;ЛОЖЬ;;764;;;;;;;0;;;;5660;ЛОЖЬ;43724;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_511_1;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;355_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;355;;;;;;;0;;;;5811;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52XA136F;;GFB;;;Indication lamp (toxic gas) Outer installation;No;ИСТИНА;ЛОЖЬ;;758;;;;;;;0;;;;394;ЛОЖЬ;42950;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.08;11;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1011;;;;;;;;;;;;;;;;
DI;42HS100G;;G01;;;ACKNOWLEDGE HORNS AND BEACONS (GAS) IN SECT AH-41-1;No;ИСТИНА;ЛОЖЬ;;471;;;;;;;;;;;100;ИСТИНА;42573;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.05;7;13;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;557;;;;;;;;;;;;;;;;
M;2444_B;;;;;MO LAMP (1=ON);;ЛОЖЬ;ЛОЖЬ;;2444;;;;;;;0;;;;2116;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;64_660_6;;;;;FGS_431_1.FGS_001_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;660;;;;;;;0;;;;6730;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;125_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;125;;;;;;;0;;;;445;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_001_2.20HS991E_ENB;;FSC;;;FIRE MOS AH-20-1 ENABLE;Yes;ЛОЖЬ;ЛОЖЬ;;280;;;;;;;0;;;;880;ЛОЖЬ;0;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_001_2;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_411_1.42XL117AB;;FSC;;;GAS MO ACT. in CH-42-1;Yes;ИСТИНА;ЛОЖЬ;;467;;;;;;;0;;;;3236;ЛОЖЬ;42389;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_411_1;84;;;;;;;;;;;;;;;;;;;;
M;167_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;167;;;;;;;0;;;;3105;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS997H2;;G01;;;FGS MOS RELEASE AREA SS-20-2;Yes;ИСТИНА;ЛОЖЬ;;401;;;;;;;;;;;80;ИСТИНА;42554;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.05;5;9;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;537;;;;;;;;;;;;;;;;
M;64_697_8;;;;;FGS_431_1.FGS_001_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;697;;;;;;;0;;;;6738;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C814_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;814;;;;;;;0;;;;2261;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;43XL171AA;;F01;;;FGS MOS ENABLED AREA 430-12;No;ИСТИНА;ЛОЖЬ;;670;;;;;;;0;;;;941;ЛОЖЬ;43295;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.15;11;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1422;;;;;;;;;;;;;;;;
M;127_24;;;;;;;ЛОЖЬ;ЛОЖЬ;;127;;;;;;;0;;;;3668;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;EFM 31.04/3/17;;SYS;;;;Yes;ЛОЖЬ;;;12;;;;;;;;;;;328;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;31.04;3;17;1;Undefined;;No input device;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C430_6_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;430;;;;;;;0;;;;6894;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_4.20XA954_2;;FSC;;;T.GD act. in CH-20-1-GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;206;;;;;;;0;;;;4004;ЛОЖЬ;42011;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C812_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;812;;;;;;;0;;;;2296;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;185_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;185;;;;;;;0;;;;1132;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XA232BC;;F01;;;DEL.VLV. 41XV-232 MANUALLY ACTIVATED;No;ИСТИНА;ЛОЖЬ;;432;;;;;;;0;;;;861;ЛОЖЬ;43243;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.15;1;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1362;;;;;;;;;;;;;;;;
