PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16;ComAllocationType17;Master17;Slave17;PLCAddress17;ComAllocationType18;Master18;Slave18;PLCAddress18
M;2449_B;;;;;0=ALARM;;ЛОЖЬ;ЛОЖЬ;;2449;;;;;;;0;;;;2761;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL991JA;;F01;;;FGS MOS ENABLED AREA CH-20-4;No;ИСТИНА;ЛОЖЬ;;260;;;;;;;0;;;;824;ЛОЖЬ;43220;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.14;13;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1333;;;;;;;;;;;;;;;;
M;211_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;211;;;;;;;0;;;;1359;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;170_24;;;;;;;ЛОЖЬ;ЛОЖЬ;;170;;;;;;;0;;;;3803;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;177_10;;;;;;;ЛОЖЬ;ЛОЖЬ;;177;;;;;;;0;;;;4163;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;447_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;447;;;;;;;0;;;;3613;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C150_10_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;150;;;;;;;0;;;;7341;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;148_16;;;;;;;ЛОЖЬ;ЛОЖЬ;;148;;;;;;;0;;;;3762;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58XA024BC;;F01;;;DEL.VLV. 58XV-024 MANUALLY ACTIVATED;No;ИСТИНА;ЛОЖЬ;;146;;;;;;;0;;;;683;ЛОЖЬ;43133;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.13;11;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1228;;;;;;;;;;;;;;;;
M;C1848_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1848;;;;;;;0;;;;114;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_431_1.43HS599A_ENB;;FSC;;;GAS MOS 430-15 ENABLE;Yes;ЛОЖЬ;ЛОЖЬ;;691;;;;;;;0;;;;2894;ЛОЖЬ;0;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_431_1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;43HS171;;F01;;;Fire horn aknowledgement;No;ИСТИНА;ЛОЖЬ;;670;;;;;;;;;;;224;ИСТИНА;42680;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.12;9;9;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;681;;;;;;;;;;;;;;;;
M;184_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;184;;;;;;;0;;;;1338;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;807_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;807;;;;;;;0;;;;2060;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;127_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;127;;;;;;;0;;;;1314;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS991L2;;F01;;;FGS MOS RELEASE AREA H-2002;Yes;ИСТИНА;ЛОЖЬ;;320;;;;;;;;;;;267;ИСТИНА;42705;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.12;13;4;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;708;;;;;;;;;;;;;;;;
M;186_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;186;;;;;;;0;;;;998;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;42XA110C;;F01;;;FIRE DET. COMMON ALARM IN CH-42-1;No;ИСТИНА;ЛОЖЬ;;465;;;;;;;0;;;;894;ЛОЖЬ;43264;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.15;5;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1387;;;;;;;;;;;;;;;;
M;64_695_8;;;;;FGS_431_1.FGS_001_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;695;;;;;;;0;;;;6737;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;267_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;267;;;;;;;0;;;;3336;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;176_22;;;;;;;ЛОЖЬ;ЛОЖЬ;;176;;;;;;;0;;;;3998;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;123_15;;;;;;;ЛОЖЬ;ЛОЖЬ;;123;;;;;;;0;;;;3518;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C246_4_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;246;;;;;;;0;;;;7117;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;170_16;;;;;;;ЛОЖЬ;ЛОЖЬ;;170;;;;;;;0;;;;1230;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C697_4_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;697;;;;;;;0;;;;1260;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1840_1848_1;;;;;FFB-FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;1848;;;;;;;0;;;;617;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;650_655_1;;;;;43HS085;;ЛОЖЬ;ЛОЖЬ;;655;;;;;;;0;;;;702;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C170_1_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;170;;;;;;;0;;;;7774;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;820_825_1;;;;;10HS257;;ЛОЖЬ;ЛОЖЬ;;825;;;;;;;0;;;;2231;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C295_3_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;295;;;;;;;0;;;;7038;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;416_13;;;;;;;ЛОЖЬ;ЛОЖЬ;;416;;;;;;;0;;;;2389;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C177_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;177;;;;;;;0;;;;7668;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2446_B;;;;;0=ALARM;;ЛОЖЬ;ЛОЖЬ;;2446;;;;;;;0;;;;2791;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;446_18;;;;;;;ЛОЖЬ;ЛОЖЬ;;446;;;;;;;0;;;;3593;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;449_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;449;;;;;;;0;;;;5047;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_301_1.30XL501_1;;FSC;;;Fl.GD act. in Col -GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;915;;;;;;;0;;;;5270;ЛОЖЬ;43844;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;FGS_001_1;FGS_301_1;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;122_24;;;;;;;ЛОЖЬ;ЛОЖЬ;;122;;;;;;;0;;;;3607;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C120_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;120;;;;;;;0;;;;8142;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_2.58PAH104;;FSC;;;HP DV opened-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;181;;;;;;;0;;;;2580;ЛОЖЬ;42164;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_2;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_001_4.43HS605;;FSC;;;Ack for gas H&B (430-16) (GDAP-C);Yes;ЛОЖЬ;ЛОЖЬ;;411;;;;;;;0;;;;2451;ЛОЖЬ;0;None;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_001_4;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C818_2_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;818;;;;;;;0;;;;3115;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA853AC;;F01;;;DEL.VLV. 20XV-853 AUTOMATIC. ACTIVATED;No;ИСТИНА;ЛОЖЬ;;178;;;;;;;0;;;;744;ЛОЖЬ;43171;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.14;3;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1273;;;;;;;;;;;;;;;;
M;916_17;;;;;;;ЛОЖЬ;ЛОЖЬ;;916;;;;;;;0;;;;2798;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;42HS099F;;F01;;;ACKNOWLEDGE HORNS AND BEACONS (FIRE) IN SECT CH-42-1;No;ИСТИНА;ЛОЖЬ;;460;;;;;;;;;;;193;ИСТИНА;42657;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.12;5;10;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;650;;;;;;;;;;;;;;;;
M;147_17;;;;;;;ЛОЖЬ;ЛОЖЬ;;147;;;;;;;0;;;;1678;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C550_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;550;;;;;;;0;;;;1734;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_002_1.87XA621_1;;FSC;;;CB-00-2-FlRE ALARM;Yes;ЛОЖЬ;ЛОЖЬ;;1840;;;;;;;0;;;;4866;ЛОЖЬ;0;None;;;;;;PULSE=ALARM;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_002_1;2
DO;20XL991MA;;F01;;;FGS MOS ENABLED AREA H-2003;No;ИСТИНА;ЛОЖЬ;;330;;;;;;;0;;;;1144;ЛОЖЬ;43419;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.17;7;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1573;;;;;;;;;;;;;;;;
M;186_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;186;;;;;;;0;;;;967;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41HS266C2;;F01;;;FGS MOS RELEASE AREA CH-41-1;Yes;ИСТИНА;ЛОЖЬ;;440;;;;;;;;;;;205;ИСТИНА;42653;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.12;5;6;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;646;;;;;;;;;;;;;;;;
M;915_16;;;;;;;ЛОЖЬ;ЛОЖЬ;;915;;;;;;;0;;;;2426;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;355_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;355;;;;;;;0;;;;5803;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_2.20XZLO551A;;FSC;;;SCV opened-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;315;;;;;;;0;;;;2623;ЛОЖЬ;42232;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_2;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C150_7_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;150;;;;;;;0;;;;7334;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C662_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;662;;;;;;;0;;;;1689;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;807_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;807;;;;;;;0;;;;2065;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_411_1.58XA943_1;;FSC;;;T.GD act. in TB-58-1-GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;546;;;;;;;0;;;;3265;ЛОЖЬ;42407;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_411_1;113;;;;;;;;;;;;;;;;;;;;
M;C120_5_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;120;;;;;;;0;;;;8146;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;142_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;142;;;;;;;0;;;;2849;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;127_10;;;;;;;ЛОЖЬ;ЛОЖЬ;;127;;;;;;;0;;;;3552;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C661_6_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;661;;;;;;;0;;;;1712;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C267_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;267;;;;;;;0;;;;7351;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2445_2;;;;;Compiler marker (384, 156);;ЛОЖЬ;ЛОЖЬ;;2445;;;;;;;0;;;;3519;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;330_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;330;;;;;;;;100 ms;50;;88;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;126_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;126;;;;;;;0;;;;2821;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
