PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4
M;C605_3;;;;;Compiler marker (352, 84);;ЛОЖЬ;ЛОЖЬ;;605;;;;;;;0;;;;3329;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1038_1045_4;;;;;43HS587_FL;;ЛОЖЬ;ЛОЖЬ;;1045;;;;;;;0;;;;2811;ЛОЖЬ;0;;;;;;;0=cmdSTOP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT039_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;928;;;;;;;0;;;;604;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;989;;;;;;;;;;;;
T;922_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;922;;;;;;;;100 ms;10;;436;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;768_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;768;;;;;;;0;;;;394;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C844_4_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;844;;;;;;;0;;;;4968;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1054_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1054;;;;;;;0;;;;4615;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43HS067_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;122;;;;;;;0;;;;972;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1119;;;;;;;;;;;;
T;1220_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;1220;;;;;;;;100 ms;50;;840;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;1056_1150_2;;;;;43GT423_RR;;ЛОЖЬ;ЛОЖЬ;;1150;;;;;;;0;;;;2412;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C850_1;;;;;Compiler marker (256, 43);;ЛОЖЬ;ЛОЖЬ;;850;;;;;;;0;;;;4938;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;308_1284_3;;;;;43YT011/12/13/14;;ЛОЖЬ;ЛОЖЬ;;1284;;;;;;;0;;;;3448;ЛОЖЬ;0;;;;;;;0=TRIP no S/R;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;112_350_2;;;;;43HS062_RR;;ЛОЖЬ;ЛОЖЬ;;350;;;;;;;0;;;;785;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;826_958_1;;;;;43GT017_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;958;;;;;;;0;;;;2241;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;120_354_3;;;;;43HS066_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;354;;;;;;;0;;;;853;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1296_30;;;;;;;ЛОЖЬ;ЛОЖЬ;;1296;;;;;;;0;;;;3312;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
T;826_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;826;;;;;;;;100 ms;10;;232;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
DI;43HS589F_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;620;;;;;;;0;;;;5923;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_CCB;FGS_431_1;84;;;;;;;;;;;;
M;1250_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;1250;;;;;;;0;;;;3387;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43HS061_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;110;;;;;;;0;;;;830;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1095;;;;;;;;;;;;
M;206_210_1;;;;;43YT003_FL;;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;1851;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;600_626_3;;;;;43HS599H;;ЛОЖЬ;ЛОЖЬ;;626;;;;;;;0;;;;2016;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C124_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;124;;;;;;;0;;;;5777;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GA032;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;896;;;;;;;1;;;;574;ИСТИНА;56447;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;958;;;;;;;;;;;;
DO;93HS058C_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;1230;;;;;;;0;;;;2353;ИСТИНА;56608;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1374;;;;;;;;;;;;
M;C1216_1_L;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1216;;;;;;;0;;;;4469;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43HS576_MOC;;COM;43015;;FGS COMMANDS BLOCK;No;ЛОЖЬ;ЛОЖЬ;;1046;;;;;;;0;;;;283;ИСТИНА;56801;None;;;;;;1=BLOCK;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_CCB;FGS_431_1;1629;;;;;;;;;;;;
M;C1100_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1100;;;;;;;0;;;;4555;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;60_1005_1;;;;;FGS_431_1.FGS_001_1_SnS;;ЛОЖЬ;ЛОЖЬ;;1005;;;;;;;0;;;;133;ЛОЖЬ;0;;;;;;;1=NOT FAULTY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;FGS_431_1.43HS599A_ENB;;FSC;;;GAS MOS 430-15 ENABLE;Yes;ЛОЖЬ;ЛОЖЬ;;1005;;;;;;;0;;;;2510;ЛОЖЬ;0;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;FGS_001_1;FGS_431_1;14;;;;;;;;
M;484_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;484;;;;;;;0;;;;770;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;304_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;304;;;;;;;0;;;;2606;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GA417;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;1054;;;;;;;1;;;;688;ИСТИНА;56491;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1068;;;;;;;;;;;;
M;C1220_6_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1220;;;;;;;0;;;;4446;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
T;1310_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;1310;;;;;;;;100 ms;5;;1000;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1056_3_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1056;;;;;;;0;;;;4597;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;324_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;324;;;;;;;0;;;;711;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;43GT007_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;782;;;;;;;0;;;;5846;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_CCB;FGS_431_1;7;;;;;;;;;;;;
T;1314_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;1314;;;;;;;;1 s;786;;312;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
AI;43GT029;;FLD;;;Flammable gas leak at F-4301105A;Yes;ИСТИНА;ЛОЖЬ;;890;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;148;ЛОЖЬ;56104;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;39.03;7;4;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_CCB;FGS_431_1;11165;;;;;;;;;;;;
M;C1336_2_O;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1336;;;;;;;0;;;;2106;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;750_928_9;;;;;43HS081;;ЛОЖЬ;ЛОЖЬ;;928;;;;;;;0;;;;2091;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT036_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;922;;;;;;;0;;;;590;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;975;;;;;;;;;;;;
M;638_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;638;;;;;;;0;;;;1336;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GA041;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;808;;;;;;;1;;;;618;ИСТИНА;56465;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1003;;;;;;;;;;;;
M;C1286_2_N;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1286;;;;;;;0;;;;3709;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;254_352_2;;;;;43YT007/008_RR;;ЛОЖЬ;ЛОЖЬ;;352;;;;;;;0;;;;1924;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT018_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;840;;;;;;;0;;;;503;ИСТИНА;56418;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;887;;;;;;;;;;;;
M;C930_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;930;;;;;;;0;;;;4744;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;786_956_1;;;;;43GT009_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;956;;;;;;;0;;;;2206;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT035_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;920;;;;;;;0;;;;584;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;969;;;;;;;;;;;;
M;C876_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;876;;;;;;;0;;;;4868;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1036_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;1036;;;;;;;0;;;;2720;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;2462_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2462;;;;;;;0;;;;2137;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1044_2_O;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1044;;;;;;;0;;;;2895;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1080_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1080;;;;;;;0;;;;4583;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;136_1600_1;;;;;430-11-MCP ALARM;;ЛОЖЬ;ЛОЖЬ;;1600;;;;;;;0;;;;2667;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;682_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;682;;;;;;;0;;;;4123;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;202_354_3;;;;;43YT002_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;354;;;;;;;0;;;;228;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
AI;43GT418;;FLD;;;Flammable gas leak heat exchanger E-4301502B;Yes;ИСТИНА;ЛОЖЬ;;1080;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;288;ЛОЖЬ;56105;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;39.03;11;5;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_CCB;FGS_431_1;11297;;;;;;;;;;;;
T;800_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;800;;;;;;;;100 ms;10;;188;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;1022_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;1022;;;;;;;0;;;;1730;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C920_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;920;;;;;;;0;;;;4792;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;2320_A;;;;;1=MO REQUEST;;ЛОЖЬ;ЛОЖЬ;;2320;;;;;;;0;;;;3008;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;126_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;126;;;;;;;0;;;;3265;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;522_524_1;;;;;430-12_MOC_FL1;;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;3966;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;93HS056C_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;1210;;;;;;;0;;;;5955;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_CCB;FGS_431_1;116;;;;;;;;;;;;
M;688_1042_3;;;;;430-15-PH FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;1042;;;;;;;0;;;;2632;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1034_1044_2;;;;;43HS583A_FL;;ЛОЖЬ;ЛОЖЬ;;1044;;;;;;;0;;;;2734;ЛОЖЬ;0;;;;;;;0=cmdSTART;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT422_B2;;COM;;;Bit 2;No;ЛОЖЬ;ЛОЖЬ;;1084;;;;;;;0;;;;726;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1086;;;;;;;;;;;;
M;1240_524_3;;;;;93HS059C_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;3319;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;270_1600_2;;;;;430-11-HD LEFT TANKS ALARM;;ЛОЖЬ;ЛОЖЬ;;1600;;;;;;;0;;;;1108;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;2463_H;;;;;GAS Logic (0=cmdSTART);;ЛОЖЬ;ЛОЖЬ;;2463;;;;;;;0;;;;2637;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C614_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;614;;;;;;;0;;;;5431;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GA014;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;820;;;;;;;1;;;;484;ИСТИНА;56411;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;868;;;;;;;;;;;;
M;688_1610_1;;;;;430-15-PH FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;1610;;;;;;;0;;;;1354;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;2404_C;;;;;0=FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;2404;;;;;;;0;;;;889;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;204_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;204;;;;;;;0;;;;909;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;600_664_7;;;;;43HS599H;;ЛОЖЬ;ЛОЖЬ;;664;;;;;;;0;;;;3978;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
DO;43GT027_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;868;;;;;;;0;;;;545;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;929;;;;;;;;;;;;
T;1246_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;1246;;;;;;;;10 ms;1;;292;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C132_7_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;132;;;;;;;0;;;;5749;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43YT002_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;202;;;;;;;0;;;;1837;ИСТИНА;56760;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1321;;;;;;;;;;;;
M;896_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;896;;;;;;;0;;;;1292;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;266_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;266;;;;;;;0;;;;2476;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;93HS060D_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;1250;;;;;;;0;;;;3023;ИСТИНА;56618;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1403;;;;;;;;;;;;
M;C802_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;802;;;;;;;0;;;;5075;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT012_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;804;;;;;;;0;;;;470;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;854;;;;;;;;;;;;
M;1056_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;1056;;;;;;;0;;;;1744;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;2463_R;;;;;Fan Mode (1=AUTO);;ЛОЖЬ;ЛОЖЬ;;2463;;;;;;;0;;;;2599;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT421_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;1082;;;;;;;0;;;;700;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1080;;;;;;;;;;;;
M;1082_1154_1;;;;;43GT421_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;1154;;;;;;;0;;;;2420;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
